"rule_id","source","source_document","source_url","authority","standard","ig_versions","rule_type","publisher_id","conformance_rule_origin","cited_guidance","message","description","domains","classes","severity","sensitivity","executability","status","notes"
"CORE-000001","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0176; TIG0405","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","SDTM v3.4 §6.3.4; IG v3.2 §6.3; IG v3.3 §6.3.4; TIG 1.0 §2.8.10.13","IEORRES is not equal to 'N' when IECAT equals 'INCLUSION'.","Raise an error when IECAT is equal to 'INCLUSION' and IEORRES is not equal to 'N'.","IE","FINDINGS","","Record","Fully Executable","Published",""
"CORE-000002","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0208","SDTM and SDTMIG Conformance Rules","SDTM v1.4 §5.3; IG v3.2 §5 SE; IG v3.3 §5.3","SESTDTC is required.","Raise an error when SESTDTC is null.","SE","SPECIAL PURPOSE","","Record","Fully Executable","Published",""
"CORE-000003","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0299","SDTM and SDTMIG Conformance Rules","SDTM v3.4 §6.3.12.2; IG v3.2 §6.3; IG v3.3 §6.3.16.2","TRLOC is present when TRLOC is not included in the TR domain.","Raise an error when TRLOC is present.","TR","FINDINGS","","Dataset","Fully Executable","Published",""
"CORE-000004","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0101; TIG0366","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","IG v3.4 §6.1.3.2; IG v3.2 §IG v3.2[6.1]; IG v3.3 §IG v3.3[6.1.3.2]; TIG 1.0 §2.8.10.11","ECOCCUR indicates dose was not given, but ECDOSE is not blank or has a value less than or equal to 0","When ECOCCUR indicates no dose, then ECDOSE needs to be null or > 0; it cannot be used to indicate a dose wasn't taken.","EC","INTERVENTIONS","","Record","Fully Executable","Published",""
"CORE-000005","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0102","SDTM and SDTMIG Conformance Rules","SDTMIG v3.4 §6.1.3.1; IG v3.2 §6.1; IG v3.3 §6.1.3.1","EXTRT is PLACEBO, but EXDOSE is not equal to 0.","When EXTRT is PLACEBO, EXDOSE must equal 0","EX","INTERVENTIONS","","Record","Fully Executable","Published",""
"CORE-000006","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0131; TIG0381","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","Model v2.0 §Demographics; Model v1.4 §2.2.6; Model v1.7 §Table 2.2.6; SDTM v2.1 §Section 3.2.1 Demographics","DTHFL is not ""Y"" or null","Raise an error when DTHFL ^= ""Y"" and not null","DM","SPECIAL PURPOSE","","Record","Fully Executable","Published",""
"CORE-000007","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0435; TIG0587; FB0606","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules; FDA Business Rules","Model v2.0 §Demographics; Model v1.4 §2.2.6; Model v1.7 §Table 2.2.6.1; SDTM v2.1 §3.2.1 Demographics; FDA §FDAB006","DTHDTC is populated but DTHFL in DM dataset is not ""Y"".","When Date/Time of Death (DTHDTC) in the DM dataset is populated then death flag (DTHFL) should be populated as 'Y' in the DM dataset for the corresponding subject.","DM","SPECIAL PURPOSE","","Record","Fully Executable","Published",""
"CORE-000008","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0132; FB0601","SDTM and SDTMIG Conformance Rules; FDA Business Rules","IG v3.2 §6.3; IG v3.3 §6.3.15; IG v3.4 §4.5.8|6.3.11; FDA §FDAB006","SSTRESC in SS dataset is ""DEAD"", but DTHFL in DM dataset is not ""Y"".","When survival status is completed as 'DEAD' in the SS dataset then death flag (DTHFL) should be populated as 'Y' in the DM dataset for the corresponding subject.","DM","SPECIAL PURPOSE","","Record","Fully Executable","Published",""
"","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","","","CG0152; SEND124.1; TIG0393","SDTM and SDTMIG Conformance Rules; SEND Conformance Rules; TIG Conformance Rules","SDTMIG v3.4 §5.3 Specification; IG v3.2 §5; IG v3.3 §5.3; SENDIG v3.0 §5.3.1; SENDIG v3.1 §5.3.1.1; SENDIG v3.1.1 §5.3.1.1; TIG 1.0 §2.8.10.24","","","","","","","","",""
"CORE-000010","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0153; TIG0394","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","SDTMIG v3.4 §4.2.1; IG v3.2 §4.1.2.1; IG v3.3 §4.2.1; TIG 1.0 §2.8.10.27","ARMCD value length is greater than 20","Verify ARMCD value length is <= 20","DM, TA","SPECIAL PURPOSE, TRIAL DESIGN","","Record","Fully Executable","Published",""
"","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","","","","","","","","","","","","","",""
"CORE-000012","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0040; TIG0319","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","SDTMIG v3.4 §6.2.1; SDTMIG v3.3 §6.2.1; SDTMIG v3.2 §6.2.; TIG 1.0 §2.8.10.1","AEOCCUR is present in AE dataset.","Raise an error when AEOCCUR exists in AE dataset.","AE","EVENTS","","Dataset","Fully Executable","Published",""
"CORE-000013","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0044; TIG0323","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","SDTMIG v3.4 §6.2.1; SDTMIG v3.3 §6.2.1; SDTMIG v3.2 §6.2.; TIG 1.0 §2.8.10.1","AESTAT variable is present in AE dataset.","Raise an error when AESTAT is present in AE dataset.","AE","EVENTS","","Dataset","Fully Executable","Published",""
"CORE-000014","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0087; TIG0352","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","Model v2.0 §Events|Interventions; Model v1.4 §Model v1.4[2.2.1 (Interventions )]|Model v1.4[2.2.2 (Events)]; Model v1.7 §Model v1.7[2.2.1 (Interventions )]|Model v1.7[2.2.2 (Events)]; SDTM v2.1 §Section 3.1.2 The Events Observation Class|Section 3.1.1 The Interventions Observation Class","--OCCUR should only be provided when --PRESP is equal to ""Y"".","Raise an error when --PRESP is not equals to ""Y"" and --OCCUR is present in dataset or --STAT is equal to ""NOT DONE"" and --OCCUR is not blank","","EVENTS, INTERVENTIONS","","Record","Fully Executable","Published",""
"CORE-000015","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0088; TIG0353","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","Model v2.0 §Events|Interventions; Model v1.4 §Model v1.4[2.2.1 (Interventions )]|Model v1.4[2.2.2 (Events)]; Model v1.7 §Model v1.7[2.2.1 (Interventions )]|Model v1.7[2.2.2 (Events)]; SDTM v2.1 §Section 3.1.2 The Events Observation Class|Section 3.1.1 The Interventions Observation Class","--PRESP is missing in dataset when --OCCUR is present.","Raise an error when --PRESP does not exists in a dataset and --OCCUR exist.","","EVENTS, INTERVENTIONS","","Dataset","Fully Executable","Published",""
"CORE-000016","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0089; TIG0354","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","Model v2.0 §Events; Model v2.0 §Interventions; Model v1.4 §Model v1.4[2.2.1 (Interventions )]|Model v1.4[2.2.2 (Events)]; Model v1.7 §Model v1.7[2.2.1 (Interventions )]|Model v1.7[2.2.2 (Events)]; SDTM v2.1 §Section 3.1.2 The Events Observation Class; SDTM v2.1 §3.1.1 The Interventions Observation Class","--PRESP should be populated as ""Y"" when --OCCUR is provided.","Raise an error when --OCCUR is not empty and --PRESP is not equal to ""Y"".","","EVENTS, INTERVENTIONS","","Record","Fully Executable","Published",""
"CORE-000017","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0166; TIG0398","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","SDTMIG v3.4 §5.1; IG v3.2 §5; IG v3.3 §5.1; TIG 1.0 §2.8.10.2","RDOMAIN has a missing value when IDVARVAL has a non-missing value.","Raise an error when RDOMAIN is null when IDVARVAL is not null.","CO","SPECIAL PURPOSE","","Record","Fully Executable","Published",""
"CORE-000018","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0086; TIG0351","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","Model v2.0 §Events|Interventions; Model v1.4 §Model v1.4[2.2.1 (Interventions)]|Model v1.4[2.2.2 (Events)]; Model v1.7 §Model v1.7[2.2.1 (Interventions)]|Model v1.7[2.2.2 (Events)]; SDTM v2.1 §Section 3.1.2 The Events Observation Class|Section 3.1.1 The Interventions Observation Class","--OCCUR is blank when --PRESP is equal to ""Y"" and --STAT is not provided.","Raise an error when --PRESP is equal to ""Y"", --STAT is blank, --OCCUR is present in dataset and --OCCUR is blank","","EVENTS, INTERVENTIONS","","Record","Fully Executable","Published",""
"CORE-000019","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Variable Metadata Check","CG0311; SEND3; TIG0486; TIG0211","SDTM and SDTMIG Conformance Rules; SEND Conformance Rules; TIG Conformance Rules","IG v3.4 §4.2.1; IG v3.2 §2.2; IG v3.3 §4.2.1; IG v3.1 §3.2.2; IG v3.1.1 §3.2.2; IG v3.0 §3.2.2; TIG 1.0 §2.6; TIG v1.0 §2.6 Guidance for Datasets","Variable label length should be less than or equal to 40 characters","Raise and error if Variable label length > 40 characters","ALL","ALL","","Dataset","Fully Executable","Published",""
"","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","","","CG0206","SDTM and SDTMIG Conformance Rules","IG v3.4 §5.3; IG v3.2 §5 SE; IG v3.3 §5.3","","","","","","","","",""
"CORE-000021","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0397; TIG0559","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","Model v2.0|IG v3.4 §Findings|6.3.5.3; IG v3.2|Model v1.4 §IG v3.2[6.3 LB]|Model v1.4[2.2.3]; IG v3.3|Model v1.7 §IG v3.3[6.3.6]|Model v1.7[2.2.3]; SDTM v2.1 §3.3.3 The Findings Observation Class; TIG v1.0 §2.8.7.1","--STRESC should not be blank when either --ORRES is provided or --DRVFL = 'Y' .","Raise an error when the value for --STRESC is null.","ALL","FINDINGS","","Record","Fully Executable","Published",""
"CORE-000022","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0041; TIG0320","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","SDTMIG v3.4 §6.2.1; SDTMIG v3.3 §6.2.1; SDTMIG v3.2 §6.2.; TIG 1.0 §2.8.10.1","At least one of the Seriousness criteria (AESCAN, AESCONG, AESDISAB, AESDTH, AESHOSP, AESLIFE, AESOD or AESMIE)  = 'Y', but AESER = 'N' or empty.","Raise an error when AESCAN, AESCONG, AESDISAB, AESDTH, AESHOSP, AESLIFE, AESOD or AESMIE = 'Y' and AESER = 'N' or is empty.","AE","EVENTS","","Record","Fully Executable","Published",""
"CORE-000023","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0084; TIG0349","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","Model v2.0 §Events; Model v2.0 §Findings; Model v1.7 §2.2.2; Model v1.4 §2.2.2; SDTM v2.1 §Section 3.1.2 The Events Observation Class|Section 3.1.3 The Findings Observation Class","--TOX present in dataset even though --TOXGR is not","Raise an error when --TOXGR is not present in dataset, but --TOX is present","ALL","EVENTS, FINDINGS","","Dataset","Fully Executable","Published",""
"CORE-000024","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0082; TIG0347","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","Model v2.0 §Events; Model v1.7 §2.2.2; Model v1.4 §Events; SDTM v2.1 §3.1.2 The Events Observation Class","--BODSYS is not empty and --BDSYCD is empty","Raise an error if --BODSYS is not empty, --BDSYCD is empty","ALL","EVENTS","","Record","Fully Executable","Published",""
"CORE-000025","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0177; TIG0406","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","SDTMIG v3.4 §6.3.4; IG v3.2 §6.3; IG v3.3 §6.3.4; TIG 1.0 §2.8.10.13","IESTRESC is not equal to IEORRES","IESTRESC is not equal to IEORRES","IE","FINDINGS","","Record","Fully Executable","Published",""
"CORE-000026","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0468; TIG0598","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","IG v3.3 §4.4.10 Timing Variables for All Classes; IG v3.2 §4.1.4.10; IG v3.3 §4.4.10; TIG 1.0 §2.8.7.5","The --TPTNUM variable does not exist when --TPT does exist.","When --TPT is present in a dataset, --TPTNUM must also be present.","ALL","ALL","","Dataset","Fully Executable","Published",""
"CORE-000027","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0328; TIG0496; CG0329; TIG0497; SEND214; TIG0141","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules; SEND Conformance Rules","SDTMIG v3.4 §7.2.2; IG v3.2 §7.2; IG v3.3 §7.2.2; TIG 1.0 §2.8.10.28; IG v3.4 §7.2.2; IG v3.0 §7.2.1; IG v3.1 §7.2.1; IG v3.1.1 §7.2.1; TIG v1.0 §2.8.9.29","At least one of TEENRL and TEDUR must be populated.","Either TEENRL or TEDUR must be present for each Element.","TE","TRIAL DESIGN","","Record","Fully Executable","Published",""
"CORE-000028","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0008; TIG0293","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","SDTM Model v2.0 §Timing; SDTM Model v1.7 §2.2.5; SDTM Model v1.4 §2.2.5; TIG 1.0 §2.8.7.6","--TPTREF is empty and --ELTM is not empty","Raise an error when --TPTREF is empty, but --ELTM is not empty","ALL","ALL","","Record","Fully Executable","Published",""
"CORE-000030","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0053; TIG0329","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","SDTM v2.0 §Events|Interventions; SDTM v1.7 §2.2.1 (Interventions )|2.2.2 (Events); SDTM v1.4 §2.2.1 (Interventions )|2.2.2 (Events); SDTM v2.1 §3.1.2 The Events Observation Class|3.1.2 The Interventions Observation Class","--REASND should not be present in dataset when --PRESP is not present in dataset","Raise and error when --REASND is present in dataset and --PRESP is not present in dataset","","EVENTS, INTERVENTIONS","","Dataset","Fully Executable","Published",""
"CORE-000033","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0065; TIG0337","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","SDTMIG v3.4 §6.2.3; SDTMIG v3.3 §6.2.3; SDTMIG v3.2 §6.2; TIG 1.0 §2.8.10.8","DSDECOD is not equal to ""COMPLETED"" when DSTERM equals ""COMPLETED"".","Raise an error when DSTERM = ""COMPLETED"" and DSDECOD not equal to ""COMPLETED"".","DS","EVENTS","","Record","Fully Executable","Published",""
"CORE-000034","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0069; TIG0339","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","SDTMIG v3.4 §5.2; SDTMIG v3.3 §5.2; SDTMIG v3.2 §5; TIG 1.0 §2.8.10.4","DSSTDTC does not equal DM.DTHDTC, when DSDECOD equals ""DEATH"".","Raise an error when DSSTDTC is not equal to DM.DTHDTC and DSDECOD is equal to ""DEATH""","DS","EVENTS","","Record","Fully Executable","Published",""
"CORE-000041","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0649; TIG0689; CG0459","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","SDTMIG v3.4 §7.4.2; SDTMIG v3.4 §7.4.2.1; TIG v1.0 §2.8.10.32; IG v3.2 §Section 7.4-TS: Use of Null Flavor Enumeration; IG v3.3 §7.4.2.1","TSVAL is not populated with an ISO 21090 null flavor or null flavor description but TSVALNF is populated.","Raise and error when TSVAL is not populated TSVAL is populated with values or synonyms of values in the ISO 21090 null flavor codelist (or other terms that can be represented as null flavors) but TSVALNF is completed.","TS","TRIAL DESIGN","","Record","Fully Executable","Published",""
"CORE-000045","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.3","Record Data","CG0517; TIG0612","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","IG v3.4 §5.2; IG v3.3 §5.2; TIG 1.0 §2.8.10.4","ARMNRS value is missing when ARMCD value is missing","Verify ARMNRS is not null when ARMCD is null","DM","SPECIAL PURPOSE","","Record","Fully Executable","Published",""
"CORE-000046","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.3","Record Data","CG0519; TIG0614","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","IG v3.4 §5.2; IG v3.3 §5.2; TIG 1.0 §2.8.10.4","ARMNRS is missing when ARM value is missing","Verify ARMNRS is not null when ARM is null","DM","SPECIAL PURPOSE","","Record","Fully Executable","Published",""
"CORE-000047","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.3","Record Data","CG0518; TIG0613","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","SDTMIG v3.4 §5.2; IG v3.3 §5.2; TIG 1.0 §2.8.10.4","ARM value in DM dataset is not among the values of ARM variable in TA dataset. This is allowed only in a multistage study with incomplete ARM assignment. Please confirm if your study is a multistage assignment study","When study does not use multi-stage arm assignments and ARM is populated, ARM must be present in TA.ARM. This rule has been executed to identify all cases when ARM is not present in TA.ARM and therefore acknowledges that false positives may be recorded when multi-stage arm assignments are in use.","DM","SPECIAL PURPOSE","","Record","Partially Executable - Possible Overreporting","Published",""
"CORE-000049","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.3","Record Data","CG0507; CG0622; TIG0602; TIG0663","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","IG v3.4 §2.7; Model v2.0 §Interventions|Events|Findings; IG v3.3 §2.7; SDTM v2.1|TIG v1.0 §Section 3.1.1 - The Interventions Observations Class | Section 3.1.2 - The Events Observations Class | Section 3.1.1 - The Findings Observations Class | 2.8.2 How Extend Domains | 2.8.3 How to Create New Specifications; SDTM v2.1 §Interventions|Events|Findings","--USCHFL is present.","Raise an error when --USCHFL is present.","ALL","ALL","","Dataset","Fully Executable","Published",""
"CORE-000057","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.3","Record Data","CG0509; CG0630; TIG0604; TIG0671","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","SDTM v2.0 §Identifiers; IG v3.4 §2.7; IG v3.3 §2.7; SDTM v2.1|TIG v1.0 §Section 3.1.4 - Identifiers for All Classes | 2.8.2 How Extend Domains |2.8.3 How to Create New Specifications; SDTM v2.1 §Identifiers","FETUSID is present.","FETUSID must not be present in SDTM domains.","ALL","ALL","","Dataset","Fully Executable","Published",""
"CORE-000072","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.3","Record Data","CG0542","SDTM and SDTMIG Conformance Rules","SDTM v2.0 §Findings; Model v1.7 §Table 2.2.12.1","--BEATNO is present.","Raise an error when --BEATNO is present.","","FINDINGS","","Dataset","Fully Executable","Published",""
"CORE-000073","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.3","Record Data","CG0533","SDTM and SDTMIG Conformance Rules","Model v2.0 §Demographics; Model v1.7 §Table 2.2.6.1","RPATHCD is present.","Raise an error when RPATHCD is present.","DM","SPECIAL PURPOSE","","Dataset","Fully Executable","Published",""
"CORE-000074","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.3","Record Data","CG0508; TIG0603","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","IG v3.4 §2.7; IG v3.3 §2.7; SDTM v2.1|TIG v1.0 §Section 3.1.1 - The Findings Observations Class | 2.8.2 How Extend Domains |2.8.3 How to Create New Specifications","--IMPLBL is present.","Raise an error when --IMPLBL is present.","ALL","ALL","","Dataset","Fully Executable","Published",""
"CORE-000075","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0304; TIG0481","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","IG v3.4 §6.2.1; IG v3.2 §6.2; IG v3.3 §6.2.1; TIG 1.0 §2.8.10.1","AEREASND is present.","Raise an error when AEREASND is present.","AE","EVENTS","","Dataset","Fully Executable","Published",""
"CORE-000076","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0302","SDTM and SDTMIG Conformance Rules","IG v3.4 §6.3.12.2; IG v3.2 §6.3; IG v3.3 §6.3.16.2","TRPORTOT is present.","Raise an error when TRPORTOT is present.","TR","FINDINGS","","Dataset","Fully Executable","Published",""
"CORE-000077","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0301","SDTM and SDTMIG Conformance Rules","SDTMIG v3.4 §6.3.12.2; IG v3.2 §6.3; IG v3.3 §6.3.16.2","TRDIR is present.","Raise an error when TRDIR is present.","TR","FINDINGS","","Dataset","Fully Executable","Published",""
"CORE-000078","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0300","SDTM and SDTMIG Conformance Rules","IG v3.4 §6.3.12.2; IG v3.2 §6.3; IG v3.3 §6.3.16.2","TRLAT is present.","Raise an error when TRLAT is present.","TR","FINDINGS","","Dataset","Fully Executable","Published",""
"CORE-000079","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0095","SDTM and SDTMIG Conformance Rules","Model v2.0 §Events|Interventions|Findings; Model v1.4 §2.2.2; Model v1.7 §2.2.2","--LAT is present when --LOC is not present.","Raise an error when --LOC is not present and --LAT is present.","ALL","ALL","","Dataset","Fully Executable","Published",""
"","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","","","","","","","","","","","","","",""
"CORE-000081","CDISC Library API","CDISC Conformance Rules (SDTMIG/ADaMIG)","https://library.cdisc.org/api/mdr/rules","CDISC","SDTM","SDTMIG 3.2; SDTMIG 3.3","Record Data","CG0056; TIG0330","SDTM and SDTMIG Conformance Rules; TIG Conformance Rules","SDTM v2.0 §Events; SDTM v2.0 §Interventions; SDTM v1.7 §Model v1.7[2.2.1 (Interventions )]; SDTM v1.7 §Model v1.7[2.2.2 (Events)]; SDTM v1.4 §Model v1.4[2.2.1 (Interventions); SDTM v1.4 §Model v1.4[2.2.2 (Events)]; SDTM v2.1 §3.1.1The Interventions Observation Class|3.1.2 The Events  Observation Class","--STAT is present when --PRESP is not present.","Raise an error when --PRESP is not present but --STAT is present.","","EVENTS, INTERVENTIONS","","Dataset","Fully Executable","Published",""
