"file","rule_id","standard","category","p21_id","core_id","cg_ids","fda_ids","source_doc","has_p21","has_core","has_cg"
"HRL-DD-0042.yaml","HRL-DD-0042","Define-XML","Consistency","DD0046","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0043.yaml","HRL-DD-0043","Define-XML","Presence","DD0047","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0044.yaml","HRL-DD-0044","Define-XML","Format","DD0048","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0045.yaml","HRL-DD-0045","Define-XML","Consistency","DD0049","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0046.yaml","HRL-DD-0046","Define-XML","Consistency","DD0050","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0047.yaml","HRL-DD-0047","Define-XML","Consistency","DD0051","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0048.yaml","HRL-DD-0048","Define-XML","Consistency","DD0052","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0049.yaml","HRL-DD-0049","Define-XML","Terminology","DD0053","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0050.yaml","HRL-DD-0050","Define-XML","Presence","DD0054","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0051.yaml","HRL-DD-0051","Define-XML","Terminology","DD0055","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0052.yaml","HRL-DD-0052","Define-XML","Presence","DD0056","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0053.yaml","HRL-DD-0053","Define-XML","Presence","DD0057","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0054.yaml","HRL-DD-0054","Define-XML","Presence","DD0058","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0055.yaml","HRL-DD-0055","Define-XML","Cross-reference","DD0059","","","","P21 Community Define.xml (PMDA)",TRUE,FALSE,FALSE
"HRL-DD-0056.yaml","HRL-DD-0056","Define-XML","Cross-reference","DD0060","","","","P21 Community Define.xml (PMDA)",TRUE,FALSE,FALSE
"HRL-DD-0057.yaml","HRL-DD-0057","Define-XML","Presence","DD0061","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0058.yaml","HRL-DD-0058","Define-XML","Consistency","DD0062","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0059.yaml","HRL-DD-0059","Define-XML","Presence","DD0063","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0060.yaml","HRL-DD-0060","Define-XML","Terminology","DD0064","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0061.yaml","HRL-DD-0061","Define-XML","Consistency","DD0067","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0062.yaml","HRL-DD-0062","Define-XML","Presence","DD0068","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0063.yaml","HRL-DD-0063","Define-XML","Presence","DD0069","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0064.yaml","HRL-DD-0064","Define-XML","Presence","DD0070","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0065.yaml","HRL-DD-0065","Define-XML","Cross-reference","DD0071","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0066.yaml","HRL-DD-0066","Define-XML","Presence","DD0072","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0067.yaml","HRL-DD-0067","Define-XML","Terminology","DD0073","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0068.yaml","HRL-DD-0068","Define-XML","Terminology","DD0074","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0069.yaml","HRL-DD-0069","Define-XML","Consistency","DD0075","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0070.yaml","HRL-DD-0070","Define-XML","Consistency","DD0076","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0071.yaml","HRL-DD-0071","Define-XML","Consistency","DD0077","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0072.yaml","HRL-DD-0072","Define-XML","Consistency","DD0078","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0073.yaml","HRL-DD-0073","Define-XML","Consistency","DD0079","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0074.yaml","HRL-DD-0074","Define-XML","Consistency","DD0080","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0075.yaml","HRL-DD-0075","Define-XML","Consistency","DD0081","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0076.yaml","HRL-DD-0076","Define-XML","Consistency","DD0082","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0077.yaml","HRL-DD-0077","Define-XML","Consistency","DD0083","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0078.yaml","HRL-DD-0078","Define-XML","Cross-reference","DD0084","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0079.yaml","HRL-DD-0079","Define-XML","Cross-reference","DD0085","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0080.yaml","HRL-DD-0080","Define-XML","Consistency","DD0086","","","FDAB035","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0081.yaml","HRL-DD-0081","Define-XML","Metadata","DD0087","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0082.yaml","HRL-DD-0082","Define-XML","Consistency","DD0088","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0083.yaml","HRL-DD-0083","Define-XML","Consistency","DD0089","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0084.yaml","HRL-DD-0084","Define-XML","Presence","DD0090","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0085.yaml","HRL-DD-0085","Define-XML","Consistency","DD0091","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0086.yaml","HRL-DD-0086","Define-XML","Presence","DD0092","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0087.yaml","HRL-DD-0087","Define-XML","Consistency","DD0093","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0088.yaml","HRL-DD-0088","Define-XML","Presence","DD0094","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0089.yaml","HRL-DD-0089","Define-XML","Metadata","DD0095","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0090.yaml","HRL-DD-0090","Define-XML","Presence","DD0096","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0091.yaml","HRL-DD-0091","Define-XML","Presence","DD0097","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0092.yaml","HRL-DD-0092","Define-XML","Presence","DD0098","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0093.yaml","HRL-DD-0093","Define-XML","Consistency","DD0099","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0094.yaml","HRL-DD-0094","Define-XML","Consistency","DD0100","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0095.yaml","HRL-DD-0095","Define-XML","Presence","DD0101","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-DD-0096.yaml","HRL-DD-0096","Define-XML","Consistency","DD0102","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0097.yaml","HRL-DD-0097","Define-XML","Presence","DD0103","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0098.yaml","HRL-DD-0098","Define-XML","Terminology","DD0104","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0099.yaml","HRL-DD-0099","Define-XML","Consistency","DD0105","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0100.yaml","HRL-DD-0100","Define-XML","Consistency","DD0106","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0101.yaml","HRL-DD-0101","Define-XML","Consistency","DD0107","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0102.yaml","HRL-DD-0102","Define-XML","Consistency","DD0108","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0103.yaml","HRL-DD-0103","Define-XML","Consistency","DD0109","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0104.yaml","HRL-DD-0104","Define-XML","Consistency","DD0110","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0105.yaml","HRL-DD-0105","Define-XML","Presence","DD0111","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0106.yaml","HRL-DD-0106","Define-XML","Presence","DD0112","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0107.yaml","HRL-DD-0107","Define-XML","Presence","DD0113","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0108.yaml","HRL-DD-0108","Define-XML","Presence","DD0114","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0109.yaml","HRL-DD-0109","Define-XML","Presence","DD0115","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0110.yaml","HRL-DD-0110","Define-XML","Consistency","DD0116","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0111.yaml","HRL-DD-0111","Define-XML","Presence","DD0117","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0112.yaml","HRL-DD-0112","Define-XML","Consistency","DD0118","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0113.yaml","HRL-DD-0113","Define-XML","Presence","DD0119","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0114.yaml","HRL-DD-0114","Define-XML","Consistency","DD0120","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0115.yaml","HRL-DD-0115","Define-XML","Presence","DD0121","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0116.yaml","HRL-DD-0116","Define-XML","Cross-reference","DD0122","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0117.yaml","HRL-DD-0117","Define-XML","Consistency","DD0123","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0118.yaml","HRL-DD-0118","Define-XML","Terminology","DD0124","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0119.yaml","HRL-DD-0119","Define-XML","Cross-reference","DD0125","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0120.yaml","HRL-DD-0120","Define-XML","Consistency","DD0126","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0121.yaml","HRL-DD-0121","Define-XML","Consistency","DD0127","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0122.yaml","HRL-DD-0122","Define-XML","Presence","DD0128","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0123.yaml","HRL-DD-0123","Define-XML","Presence","DD0129","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0124.yaml","HRL-DD-0124","Define-XML","Terminology","DD0130","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0125.yaml","HRL-DD-0125","Define-XML","Consistency","DD0131","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0126.yaml","HRL-DD-0126","Define-XML","Consistency","DD0132","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0127.yaml","HRL-DD-0127","Define-XML","Presence","DD0133","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0128.yaml","HRL-DD-0128","Define-XML","Presence","DD0134","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0129.yaml","HRL-DD-0129","Define-XML","Consistency","DD0135","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0130.yaml","HRL-DD-0130","Define-XML","Terminology","DD0136","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0131.yaml","HRL-DD-0131","Define-XML","Terminology","DD0137","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0132.yaml","HRL-DD-0132","Define-XML","Cross-reference","DD0138","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0133.yaml","HRL-DD-0133","Define-XML","Consistency","DD0139","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0134.yaml","HRL-DD-0134","Define-XML","Consistency","DD0140","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0135.yaml","HRL-DD-0135","Define-XML","Terminology","DD0141","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0136.yaml","HRL-DD-0136","Define-XML","Consistency","DD0145","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0137.yaml","HRL-DD-0137","Define-XML","Consistency","DD0146","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0138.yaml","HRL-DD-0138","Define-XML","Consistency","DD0147","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0139.yaml","HRL-DD-0139","Define-XML","Consistency","OD0001","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0140.yaml","HRL-DD-0140","Define-XML","Consistency","OD0010","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0141.yaml","HRL-DD-0141","Define-XML","Consistency","OD0011","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0142.yaml","HRL-DD-0142","Define-XML","Consistency","OD0012","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0143.yaml","HRL-DD-0143","Define-XML","Format","OD0013","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0144.yaml","HRL-DD-0144","Define-XML","Format","OD0017","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0145.yaml","HRL-DD-0145","Define-XML","Format","OD0019","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0146.yaml","HRL-DD-0146","Define-XML","Format","OD0021","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0147.yaml","HRL-DD-0147","Define-XML","Consistency","OD0022","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0148.yaml","HRL-DD-0148","Define-XML","Consistency","OD0027","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0149.yaml","HRL-DD-0149","Define-XML","Consistency","OD0030","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0150.yaml","HRL-DD-0150","Define-XML","Consistency","OD0031","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0151.yaml","HRL-DD-0151","Define-XML","Consistency","OD0032","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0152.yaml","HRL-DD-0152","Define-XML","Consistency","OD0041","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0153.yaml","HRL-DD-0153","Define-XML","Consistency","OD0042","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0154.yaml","HRL-DD-0154","Define-XML","Cross-reference","OD0046","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0155.yaml","HRL-DD-0155","Define-XML","Cross-reference","OD0048","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0156.yaml","HRL-DD-0156","Define-XML","Presence","OD0070","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0157.yaml","HRL-DD-0157","Define-XML","Presence","OD0071","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0158.yaml","HRL-DD-0158","Define-XML","Terminology","OD0072","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0159.yaml","HRL-DD-0159","Define-XML","Terminology","OD0073","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0160.yaml","HRL-DD-0160","Define-XML","Terminology","OD0074","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0161.yaml","HRL-DD-0161","Define-XML","Terminology","OD0075","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0162.yaml","HRL-DD-0162","Define-XML","Terminology","OD0076","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0163.yaml","HRL-DD-0163","Define-XML","Format","OD0077","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0164.yaml","HRL-DD-0164","Define-XML","Format","OD0078","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0165.yaml","HRL-DD-0165","Define-XML","Consistency","OD0079","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0166.yaml","HRL-DD-0166","Define-XML","Consistency","OD0080","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0167.yaml","HRL-DD-0167","Define-XML","Consistency","OD0081","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0168.yaml","HRL-DD-0168","Define-XML","Consistency","OD0082","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-SD-0001.yaml","HRL-SD-0001","SDTM","Presence","SD0001","CORE-000252","CG0001","","SDTM-IG v3.3 Section 4.1.1",TRUE,TRUE,TRUE
"HRL-SD-0002.yaml","HRL-SD-0002","SDTM","Presence","SD0002","CORE-000253","CG0002","","SDTM-IG v3.3 Section 4.1.1",TRUE,TRUE,TRUE
"HRL-SD-0003.yaml","HRL-SD-0003","SDTM","Presence","SD0003","CORE-000254","CG0003","","SDTM-IG v3.3 Section 4.1.1",TRUE,TRUE,TRUE
"HRL-SD-0004.yaml","HRL-SD-0004","SDTM","Consistency","SD0004","CORE-000255","CG0004","","SDTM-IG v3.3 Section 4.1.1",TRUE,TRUE,TRUE
"HRL-SD-0005.yaml","HRL-SD-0005","SDTM","Consistency","SD0005","CORE-000256","CG0005","","SDTM-IG v3.3 Section 4.1.2",TRUE,TRUE,TRUE
"HRL-SD-0006.yaml","HRL-SD-0006","SDTM","Consistency","SD0006","CORE-000257","CG0006","","SDTM-IG v3.3 Section 5.1",TRUE,TRUE,TRUE
"HRL-SD-0007.yaml","HRL-SD-0007","SDTM","Consistency","SD0007","CORE-000258","CG0007","","SDTM-IG v3.3 Section 5.1",TRUE,TRUE,TRUE
"HRL-SD-0008.yaml","HRL-SD-0008","SDTM","Terminology","CT0008","CORE-000259","CG0008","","SDTM-IG v3.3 Section 5.1, CDISC CT 2023-12-15",TRUE,TRUE,TRUE
"HRL-SD-0009.yaml","HRL-SD-0009","SDTM","Terminology","CT0009","CORE-000260","CG0009","","SDTM-IG v3.3 Section 5.1, CDISC CT 2023-12-15",TRUE,TRUE,TRUE
"HRL-SD-0010.yaml","HRL-SD-0010","SDTM","Presence","SD0010","CORE-000261","CG0010","","SDTM-IG v3.3 Section 5.1",TRUE,TRUE,TRUE
"HRL-SD-0011.yaml","HRL-SD-0011","SDTM","Presence","SD0011","CORE-000262","CG0011","","SDTM-IG v3.3 Section 5.1",TRUE,TRUE,TRUE
"HRL-SD-0012.yaml","HRL-SD-0012","SDTM","Format","SD0012","CORE-000263","CG0012","","SDTM-IG v3.3 Section 5.1",TRUE,TRUE,TRUE
"HRL-SD-0013.yaml","HRL-SD-0013","SDTM","Format","SD0013","CORE-000264","CG0013","","SDTM-IG v3.3 Section 5.1",TRUE,TRUE,TRUE
"HRL-SD-0014.yaml","HRL-SD-0014","SDTM","Consistency","SD0014","CORE-000265","CG0014","","SDTM-IG v3.3 Section 5.1",TRUE,TRUE,TRUE
"HRL-SD-0015.yaml","HRL-SD-0015","SDTM","Format","SD0015","CORE-000266","CG0015","","SDTM-IG v3.3 Section 5.1",TRUE,TRUE,TRUE
"HRL-SD-0016.yaml","HRL-SD-0016","SDTM","Limit","SD0016","CORE-000267","CG0016","","SDTM-IG v3.3 Section 5.1",TRUE,TRUE,TRUE
"HRL-SD-0017.yaml","HRL-SD-0017","SDTM","Presence","SD0017","CORE-000268","CG0017","FDA-AE-001","SDTM-IG v3.3 Section 6.2.1",TRUE,TRUE,TRUE
"HRL-SD-0018.yaml","HRL-SD-0018","SDTM","Presence","SD0018","CORE-000269","CG0018","FDA-AE-002","SDTM-IG v3.3 Section 6.2.1",TRUE,TRUE,TRUE
"HRL-SD-0019.yaml","HRL-SD-0019","SDTM","Format","SD0019","CORE-000270","CG0019","","SDTM-IG v3.3 Section 6.2.1",TRUE,TRUE,TRUE
"HRL-SD-0020.yaml","HRL-SD-0020","SDTM","Terminology","CT0020","CORE-000271","CG0020","FDA-AE-003","SDTM-IG v3.3 Section 6.2.1, CDISC CT C66742",TRUE,TRUE,TRUE
"HRL-SD-0021.yaml","HRL-SD-0021","SDTM","Terminology","CT0021","CORE-000272","CG0021","","SDTM-IG v3.3 Section 6.2.1, CDISC CT C66769",TRUE,TRUE,TRUE
"HRL-SD-0022.yaml","HRL-SD-0022","SDTM","Terminology","CT0022","CORE-000273","CG0022","","SDTM-IG v3.3 Section 6.2.1, CDISC CT C66767",TRUE,TRUE,TRUE
"HRL-SD-0023.yaml","HRL-SD-0023","SDTM","Terminology","CT0023","CORE-000274","CG0023","FDA-AE-004","SDTM-IG v3.3 Section 6.2.1, CDISC CT C66768",TRUE,TRUE,TRUE
"HRL-SD-0024.yaml","HRL-SD-0024","SDTM","Presence","SD0024","CORE-000275","CG0024","","SDTM-IG v3.3 Section 6.3.7",TRUE,TRUE,TRUE
"HRL-SD-0025.yaml","HRL-SD-0025","SDTM","Presence","SD0025","CORE-000276","CG0025","","SDTM-IG v3.3 Section 6.3.7",TRUE,TRUE,TRUE
"HRL-SD-0026.yaml","HRL-SD-0026","SDTM","Presence","SD0026","CORE-000277","CG0026","","SDTM-IG v3.3 Section 6.3.7",TRUE,TRUE,TRUE
"HRL-SD-0027.yaml","HRL-SD-0027","SDTM","Presence","SD0027","CORE-000278","CG0027","","SDTM-IG v3.3 Section 6.3.7",TRUE,TRUE,TRUE
"HRL-SD-0028.yaml","HRL-SD-0028","SDTM","Format","SD0028","CORE-000279","CG0028","","SDTM-IG v3.3 Section 6.3.7",TRUE,TRUE,TRUE
"HRL-SD-0029.yaml","HRL-SD-0029","SDTM","Presence","SD0029","CORE-000280","CG0029","","SDTM-IG v3.3 Section 6.3.4",TRUE,TRUE,TRUE
"HRL-SD-0030.yaml","HRL-SD-0030","SDTM","Presence","SD0030","CORE-000281","CG0030","","SDTM-IG v3.3 Section 6.3.4",TRUE,TRUE,TRUE
"HRL-SD-0031.yaml","HRL-SD-0031","SDTM","Presence","SD0031","CORE-000282","CG0031","","SDTM-IG v3.3 Section 6.3.4",TRUE,TRUE,TRUE
"HRL-SD-0032.yaml","HRL-SD-0032","SDTM","Presence","SD0032","CORE-000283","CG0032","","SDTM-IG v3.3 Section 6.3.4",TRUE,TRUE,TRUE
"HRL-SD-0033.yaml","HRL-SD-0033","SDTM","Format","SD0033","CORE-000284","CG0033","","SDTM-IG v3.3 Section 6.3.4",TRUE,TRUE,TRUE
"HRL-SD-0034.yaml","HRL-SD-0034","SDTM","Presence","SD0034","CORE-000285","CG0034","","SDTM-IG v3.3 Section 6.1.2",TRUE,TRUE,TRUE
"HRL-SD-0035.yaml","HRL-SD-0035","SDTM","Presence","SD0035","CORE-000286","CG0035","","SDTM-IG v3.3 Section 6.1.2",TRUE,TRUE,TRUE
"HRL-SD-0036.yaml","HRL-SD-0036","SDTM","Format","SD0036","CORE-000287","CG0036","","SDTM-IG v3.3 Section 6.1.2",TRUE,TRUE,TRUE
"HRL-SD-0037.yaml","HRL-SD-0037","SDTM","Presence","SD0037","CORE-000288","CG0037","","SDTM-IG v3.3 Section 6.2.3",TRUE,TRUE,TRUE
"HRL-SD-0038.yaml","HRL-SD-0038","SDTM","Presence","SD0038","CORE-000289","CG0038","","SDTM-IG v3.3 Section 6.2.3",TRUE,TRUE,TRUE
"HRL-SD-0039.yaml","HRL-SD-0039","SDTM","Limit","SD0039","CORE-000290","CG0039","","SDTM-IG v3.3 Section 6.1.1",TRUE,TRUE,TRUE
"HRL-SD-0040.yaml","HRL-SD-0040","SDTM","Presence","SD0040","CORE-000291","CG0040","","SDTM-IG v3.3 Section 6.1.1",TRUE,TRUE,TRUE
"HRL-SD-0041.yaml","HRL-SD-0041","SDTM","Terminology","CT0041","CORE-000292","CG0041","","SDTM-IG v3.3 Section 4.1.5, CDISC CT C99079",TRUE,TRUE,TRUE
"HRL-SD-0043.yaml","HRL-SD-0043","SDTM","Structure","SD0043","CORE-000294","CG0043","FDA-STR-001","SAS V5 Transport Format Specification",TRUE,TRUE,TRUE
"HRL-SD-0044.yaml","HRL-SD-0044","SDTM","Structure","SD0044","CORE-000295","CG0044","FDA-STR-002","SAS V5 Transport Format Specification",TRUE,TRUE,TRUE
"HRL-SD-0045.yaml","HRL-SD-0045","SDTM","Structure","SD0045","CORE-000296","CG0045","FDA-STR-003","SAS V5 Transport Format Specification",TRUE,TRUE,TRUE
"HRL-SD-0046.yaml","HRL-SD-0046","SDTM","Format","SD0046","","CG0046","FDA-FMT-001","FDA Study Data Technical Conformance Guide v4.5",TRUE,FALSE,TRUE
"HRL-SD-0047.yaml","HRL-SD-0047","SDTM","Format","SD0047","CORE-000297","CG0047","","SDTM-IG v3.3 Section 4.1.3",TRUE,TRUE,TRUE
"HRL-SD-0048.yaml","HRL-SD-0048","SDTM","Format","SD0048","CORE-000298","CG0048","","SDTM-IG v3.3 Section 4.1.5",TRUE,TRUE,TRUE
"HRL-SD-0050.yaml","HRL-SD-0050","SDTM","Presence","SD0050","CORE-000300","CG0050","","SDTM-IG v3.3 Section 6.2.2",TRUE,TRUE,TRUE
"HRL-SD-0051.yaml","HRL-SD-0051","SDTM","Terminology","SD0008","","CG0379","FDAB003","SDTM-IG v3.3",TRUE,FALSE,TRUE
"HRL-SD-0052.yaml","HRL-SD-0052","SDTM","Terminology","SD0008C","","","FDAB017","SDTM-IG v3.3",TRUE,FALSE,FALSE
"HRL-SD-0053.yaml","HRL-SD-0053","SDTM","Consistency","SD0009","","CG0042","","SDTM-IG v3.3",TRUE,FALSE,TRUE
"HRL-SD-0054.yaml","HRL-SD-0054","SDTM","Format","SD0020","","CG0257","","SDTM-IG v3.3",TRUE,FALSE,TRUE
"HRL-SD-0055.yaml","HRL-SD-0055","SDTM","Consistency","SD0021","","","FDAB038","SDTM-IG v3.3",TRUE,FALSE,FALSE
"HRL-SD-0056.yaml","HRL-SD-0056","SDTM","Consistency","SD0022","","","FDAB038","SDTM-IG v3.3",TRUE,FALSE,FALSE
"HRL-SD-0057.yaml","HRL-SD-0057","SDTM","Consistency","SD0023","","CG0094","","SDTM-IG v3.3",TRUE,FALSE,TRUE
