"file","rule_id","standard","category","p21_id","core_id","cg_ids","fda_ids","source_doc","has_p21","has_core","has_cg"
"HRL-AD-0194.yaml","HRL-AD-0194","ADaM","Consistency","AD0225","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0195.yaml","HRL-AD-0195","ADaM","Consistency","AD0225A","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0196.yaml","HRL-AD-0196","ADaM","Consistency","AD0227","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0197.yaml","HRL-AD-0197","ADaM","Consistency","AD0227B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0198.yaml","HRL-AD-0198","ADaM","Consistency","AD0228","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0199.yaml","HRL-AD-0199","ADaM","Consistency","AD0228B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0200.yaml","HRL-AD-0200","ADaM","Consistency","AD0229","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0201.yaml","HRL-AD-0201","ADaM","Consistency","AD0229B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0202.yaml","HRL-AD-0202","ADaM","Consistency","AD0230","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0203.yaml","HRL-AD-0203","ADaM","Consistency","AD0230B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0204.yaml","HRL-AD-0204","ADaM","Consistency","AD0231","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0205.yaml","HRL-AD-0205","ADaM","Consistency","AD0232","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0206.yaml","HRL-AD-0206","ADaM","Consistency","AD0232B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0207.yaml","HRL-AD-0207","ADaM","Consistency","AD0233","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0208.yaml","HRL-AD-0208","ADaM","Consistency","AD0234","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0209.yaml","HRL-AD-0209","ADaM","Consistency","AD0235","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0210.yaml","HRL-AD-0210","ADaM","Consistency","AD0235B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0211.yaml","HRL-AD-0211","ADaM","Consistency","AD0236","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0212.yaml","HRL-AD-0212","ADaM","Consistency","AD0236B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0213.yaml","HRL-AD-0213","ADaM","Consistency","AD0237","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0214.yaml","HRL-AD-0214","ADaM","Consistency","AD0237B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0215.yaml","HRL-AD-0215","ADaM","Consistency","AD0238","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0216.yaml","HRL-AD-0216","ADaM","Consistency","AD0238B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0217.yaml","HRL-AD-0217","ADaM","Presence","AD0239","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0218.yaml","HRL-AD-0218","ADaM","Presence","AD0239A","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0219.yaml","HRL-AD-0219","ADaM","Consistency","AD0240","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0220.yaml","HRL-AD-0220","ADaM","Consistency","AD0240B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0221.yaml","HRL-AD-0221","ADaM","Consistency","AD0241","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0222.yaml","HRL-AD-0222","ADaM","Consistency","AD0241B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0223.yaml","HRL-AD-0223","ADaM","Consistency","AD0242","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0224.yaml","HRL-AD-0224","ADaM","Consistency","AD0242B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0225.yaml","HRL-AD-0225","ADaM","Consistency","AD0243","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0226.yaml","HRL-AD-0226","ADaM","Consistency","AD0243B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0227.yaml","HRL-AD-0227","ADaM","Presence","AD0245","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0228.yaml","HRL-AD-0228","ADaM","Presence","AD0246","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0229.yaml","HRL-AD-0229","ADaM","Consistency","AD0247","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0230.yaml","HRL-AD-0230","ADaM","Presence","AD0250","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0231.yaml","HRL-AD-0231","ADaM","Presence","AD0251","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0232.yaml","HRL-AD-0232","ADaM","Presence","AD0252","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0233.yaml","HRL-AD-0233","ADaM","Cross-reference","AD0253","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0234.yaml","HRL-AD-0234","ADaM","Cross-reference","AD0256","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0235.yaml","HRL-AD-0235","ADaM","Cross-reference","AD0258","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0236.yaml","HRL-AD-0236","ADaM","Consistency","AD0263","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0237.yaml","HRL-AD-0237","ADaM","Consistency","AD0264","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0238.yaml","HRL-AD-0238","ADaM","Consistency","AD0267","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0239.yaml","HRL-AD-0239","ADaM","Terminology","AD0269","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0240.yaml","HRL-AD-0240","ADaM","Terminology","AD0272","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0241.yaml","HRL-AD-0241","ADaM","Format","AD0273","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0242.yaml","HRL-AD-0242","ADaM","Consistency","AD0274","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0243.yaml","HRL-AD-0243","ADaM","Consistency","AD0275","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0244.yaml","HRL-AD-0244","ADaM","Terminology","AD0279","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0245.yaml","HRL-AD-0245","ADaM","Consistency","AD0280","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0246.yaml","HRL-AD-0246","ADaM","Consistency","AD0280B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0247.yaml","HRL-AD-0247","ADaM","Consistency","AD0281","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0248.yaml","HRL-AD-0248","ADaM","Consistency","AD0281B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0249.yaml","HRL-AD-0249","ADaM","Presence","AD0282A","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0250.yaml","HRL-AD-0250","ADaM","Consistency","AD0283","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0251.yaml","HRL-AD-0251","ADaM","Consistency","AD0283B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0252.yaml","HRL-AD-0252","ADaM","Consistency","AD0284","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0253.yaml","HRL-AD-0253","ADaM","Consistency","AD0284B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0254.yaml","HRL-AD-0254","ADaM","Consistency","AD0287","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0255.yaml","HRL-AD-0255","ADaM","Consistency","AD0287B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0256.yaml","HRL-AD-0256","ADaM","Consistency","AD0288","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0257.yaml","HRL-AD-0257","ADaM","Consistency","AD0288B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0258.yaml","HRL-AD-0258","ADaM","Consistency","AD0289","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0259.yaml","HRL-AD-0259","ADaM","Consistency","AD0289B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0260.yaml","HRL-AD-0260","ADaM","Consistency","AD0290","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0261.yaml","HRL-AD-0261","ADaM","Consistency","AD0290B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0262.yaml","HRL-AD-0262","ADaM","Consistency","AD0293","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0263.yaml","HRL-AD-0263","ADaM","Consistency","AD0293B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0264.yaml","HRL-AD-0264","ADaM","Consistency","AD0294","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0265.yaml","HRL-AD-0265","ADaM","Consistency","AD0294B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0266.yaml","HRL-AD-0266","ADaM","Consistency","AD0295","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0267.yaml","HRL-AD-0267","ADaM","Consistency","AD0295B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0268.yaml","HRL-AD-0268","ADaM","Consistency","AD0296","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0269.yaml","HRL-AD-0269","ADaM","Consistency","AD0296B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0270.yaml","HRL-AD-0270","ADaM","Format","AD0299","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0271.yaml","HRL-AD-0271","ADaM","Format","AD0303","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0272.yaml","HRL-AD-0272","ADaM","Consistency","AD0304","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0273.yaml","HRL-AD-0273","ADaM","Consistency","AD0310","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0274.yaml","HRL-AD-0274","ADaM","Consistency","AD0310B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0275.yaml","HRL-AD-0275","ADaM","Consistency","AD0311","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0276.yaml","HRL-AD-0276","ADaM","Consistency","AD0311B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0277.yaml","HRL-AD-0277","ADaM","Terminology","AD0312","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0278.yaml","HRL-AD-0278","ADaM","Terminology","AD0313","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0279.yaml","HRL-AD-0279","ADaM","Format","AD0314","","","","ADaM-IG v1.0",TRUE,FALSE,FALSE
"HRL-AD-0280.yaml","HRL-AD-0280","ADaM","Consistency","AD0320","","","","P21 rule AD0320",TRUE,FALSE,FALSE
"HRL-AD-0281.yaml","HRL-AD-0281","ADaM","Consistency","AD0323","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0282.yaml","HRL-AD-0282","ADaM","Consistency","AD0324","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0283.yaml","HRL-AD-0283","ADaM","Consistency","AD0325","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0284.yaml","HRL-AD-0284","ADaM","Consistency","AD0326","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0285.yaml","HRL-AD-0285","ADaM","Consistency","AD0327","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0286.yaml","HRL-AD-0286","ADaM","Consistency","AD0328","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0287.yaml","HRL-AD-0287","ADaM","Consistency","AD0329","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0288.yaml","HRL-AD-0288","ADaM","Consistency","AD0330","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0289.yaml","HRL-AD-0289","ADaM","Consistency","AD0331","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0290.yaml","HRL-AD-0290","ADaM","Consistency","AD0332","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0291.yaml","HRL-AD-0291","ADaM","Consistency","AD0333","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0292.yaml","HRL-AD-0292","ADaM","Consistency","AD0334","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0293.yaml","HRL-AD-0293","ADaM","Presence","AD0337","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0294.yaml","HRL-AD-0294","ADaM","Presence","AD0338","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0295.yaml","HRL-AD-0295","ADaM","Consistency","AD0339","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0296.yaml","HRL-AD-0296","ADaM","Consistency","AD0340","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0297.yaml","HRL-AD-0297","ADaM","Consistency","AD0341","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0298.yaml","HRL-AD-0298","ADaM","Consistency","AD0342","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0299.yaml","HRL-AD-0299","ADaM","Consistency","AD0343","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0300.yaml","HRL-AD-0300","ADaM","Consistency","AD0344","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0301.yaml","HRL-AD-0301","ADaM","Consistency","AD0345","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0302.yaml","HRL-AD-0302","ADaM","Presence","AD0346","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0303.yaml","HRL-AD-0303","ADaM","Consistency","AD0347","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0304.yaml","HRL-AD-0304","ADaM","Consistency","AD0348","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0305.yaml","HRL-AD-0305","ADaM","Presence","AD0349","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0306.yaml","HRL-AD-0306","ADaM","Consistency","AD0350","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0307.yaml","HRL-AD-0307","ADaM","Consistency","AD0351","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0308.yaml","HRL-AD-0308","ADaM","Presence","AD0352","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0309.yaml","HRL-AD-0309","ADaM","Consistency","AD0353","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0310.yaml","HRL-AD-0310","ADaM","Consistency","AD0355","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0311.yaml","HRL-AD-0311","ADaM","Consistency","AD0356","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0312.yaml","HRL-AD-0312","ADaM","Consistency","AD0359","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0313.yaml","HRL-AD-0313","ADaM","Consistency","AD0360","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0314.yaml","HRL-AD-0314","ADaM","Limit","AD0361","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0315.yaml","HRL-AD-0315","ADaM","Limit","AD0362","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0316.yaml","HRL-AD-0316","ADaM","Presence","AD0364","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0317.yaml","HRL-AD-0317","ADaM","Presence","AD0366","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0318.yaml","HRL-AD-0318","ADaM","Consistency","AD0366A","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0319.yaml","HRL-AD-0319","ADaM","Consistency","AD0366B","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0320.yaml","HRL-AD-0320","ADaM","Cross-reference","AD0367","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0321.yaml","HRL-AD-0321","ADaM","Presence","AD0543","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0322.yaml","HRL-AD-0322","ADaM","Presence","AD0544","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0323.yaml","HRL-AD-0323","ADaM","Presence","AD0545","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0324.yaml","HRL-AD-0324","ADaM","Presence","AD0546","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0325.yaml","HRL-AD-0325","ADaM","Presence","AD0552","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0326.yaml","HRL-AD-0326","ADaM","Consistency","AD0616","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0327.yaml","HRL-AD-0327","ADaM","Consistency","AD0617","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0328.yaml","HRL-AD-0328","ADaM","Consistency","AD0618","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0329.yaml","HRL-AD-0329","ADaM","Consistency","AD1011","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0330.yaml","HRL-AD-0330","ADaM","Presence","AD1012","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0331.yaml","HRL-AD-0331","ADaM","Presence","AD1012A","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0332.yaml","HRL-AD-0332","ADaM","Presence","AD1015","","","","P21 Community ADaM-IG 1.0 (PMDA)",TRUE,FALSE,FALSE
"HRL-AD-0333.yaml","HRL-AD-0333","ADaM","Format","AD1018","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0334.yaml","HRL-AD-0334","ADaM","Format","AD1019","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0335.yaml","HRL-AD-0335","ADaM","Presence","AD1024","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0336.yaml","HRL-AD-0336","ADaM","Presence","AD1025","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0337.yaml","HRL-AD-0337","ADaM","Presence","AD1026","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-AD-0338.yaml","HRL-AD-0338","ADaM","Presence","AD9999","","","","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-CT-0001.yaml","HRL-CT-0001","SDTM","Terminology","CT0001","CORE-000259","CG0301","FDA-CT-001","CDISC CT 2023-12-15, Codelist C66731",TRUE,TRUE,TRUE
"HRL-CT-0002.yaml","HRL-CT-0002","SDTM","Terminology","CT0002","CORE-000260","CG0302","FDA-CT-002","CDISC CT 2023-12-15, Codelist C74457",TRUE,TRUE,TRUE
"HRL-CT-0003.yaml","HRL-CT-0003","SDTM","Terminology","CT0003","CORE-000261","CG0303","FDA-CT-003","CDISC CT 2023-12-15, Codelist C66790",TRUE,TRUE,TRUE
"HRL-CT-0004.yaml","HRL-CT-0004","CT","Terminology","CT2001","","","FDAB017","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-CT-0005.yaml","HRL-CT-0005","CT","Terminology","CT2002","","","FDAB017","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-CT-0006.yaml","HRL-CT-0006","CT","Terminology","CT2003","","","FDAB009","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-CT-0007.yaml","HRL-CT-0007","CT","Terminology","CT2004","","CG0021","","ADaM-IG v1.1",TRUE,FALSE,TRUE
"HRL-CT-0008.yaml","HRL-CT-0008","CT","Terminology","CT2005","","CG0021","","ADaM-IG v1.1",TRUE,FALSE,TRUE
"HRL-CT-0009.yaml","HRL-CT-0009","CT","Terminology","CT2006","","","FDAB009","ADaM-IG v1.1",TRUE,FALSE,FALSE
"HRL-DD-0001.yaml","HRL-DD-0001","Define-XML","Presence","DD0001","","CG0201","FDA-DEF-001","Define-XML v2.1 Specification Section 4.1",TRUE,FALSE,TRUE
"HRL-DD-0002.yaml","HRL-DD-0002","Define-XML","Presence","DD0002","","CG0202","FDA-DEF-002","Define-XML v2.1 Specification Section 4.2",TRUE,FALSE,TRUE
"HRL-DD-0003.yaml","HRL-DD-0003","Define-XML","Structure","DD0003","","CG0203","FDA-DEF-003","Define-XML v2.1 Specification Section 4.2, SAS V5 Format",TRUE,FALSE,TRUE
"HRL-DD-0004.yaml","HRL-DD-0004","Define-XML","Structure","DD0004","","CG0204","FDA-DEF-004","Define-XML v2.1 Specification Section 4.1, SAS V5 Format",TRUE,FALSE,TRUE
"HRL-DD-0005.yaml","HRL-DD-0005","Define-XML","Structure","DD0005","","CG0205","FDA-DEF-005","Define-XML v2.1 Specification Section 4.2",TRUE,FALSE,TRUE
"HRL-DD-0006.yaml","HRL-DD-0006","Define-XML","Presence","DD0000","","","","P21 Community Define.xml (PMDA)",TRUE,FALSE,FALSE
"HRL-DD-0007.yaml","HRL-DD-0007","Define-XML","Presence","DD0006","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0008.yaml","HRL-DD-0008","Define-XML","Metadata","DD0007","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0009.yaml","HRL-DD-0009","Define-XML","Metadata","DD0008","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0010.yaml","HRL-DD-0010","Define-XML","Consistency","DD0009","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0011.yaml","HRL-DD-0011","Define-XML","Metadata","DD0010","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0012.yaml","HRL-DD-0012","Define-XML","Metadata","DD0011","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0013.yaml","HRL-DD-0013","Define-XML","Consistency","DD0012","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0014.yaml","HRL-DD-0014","Define-XML","Consistency","DD0013","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0015.yaml","HRL-DD-0015","Define-XML","Consistency","DD0014","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0016.yaml","HRL-DD-0016","Define-XML","Cross-reference","DD0015","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0017.yaml","HRL-DD-0017","Define-XML","Cross-reference","DD0016","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0018.yaml","HRL-DD-0018","Define-XML","Cross-reference","DD0017","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0019.yaml","HRL-DD-0019","Define-XML","Consistency","DD0018","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0020.yaml","HRL-DD-0020","Define-XML","Terminology","DD0019","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0021.yaml","HRL-DD-0021","Define-XML","Terminology","DD0020","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0022.yaml","HRL-DD-0022","Define-XML","Terminology","DD0021","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0023.yaml","HRL-DD-0023","Define-XML","Terminology","DD0022","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0024.yaml","HRL-DD-0024","Define-XML","Metadata","DD0024","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0025.yaml","HRL-DD-0025","Define-XML","Format","DD0025","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0026.yaml","HRL-DD-0026","Define-XML","Terminology","DD0028","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0027.yaml","HRL-DD-0027","Define-XML","Presence","DD0029","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0028.yaml","HRL-DD-0028","Define-XML","Terminology","DD0030","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0029.yaml","HRL-DD-0029","Define-XML","Terminology","DD0031","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0030.yaml","HRL-DD-0030","Define-XML","Terminology","DD0032","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0031.yaml","HRL-DD-0031","Define-XML","Terminology","DD0033","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0032.yaml","HRL-DD-0032","Define-XML","Terminology","DD0034","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0033.yaml","HRL-DD-0033","Define-XML","Presence","DD0035","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0034.yaml","HRL-DD-0034","Define-XML","Presence","DD0037","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0035.yaml","HRL-DD-0035","Define-XML","Presence","DD0038","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0036.yaml","HRL-DD-0036","Define-XML","Consistency","DD0039","","","","P21 Community Define.xml (PMDA)",TRUE,FALSE,FALSE
"HRL-DD-0037.yaml","HRL-DD-0037","Define-XML","Metadata","DD0040","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0038.yaml","HRL-DD-0038","Define-XML","Consistency","DD0041","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0039.yaml","HRL-DD-0039","Define-XML","Presence","DD0042","","","","Define.xml",TRUE,FALSE,FALSE
"HRL-DD-0040.yaml","HRL-DD-0040","Define-XML","Terminology","DD0044","","","","P21 Community Define.xml (FDA)",TRUE,FALSE,FALSE
"HRL-DD-0041.yaml","HRL-DD-0041","Define-XML","Presence","DD0045","","","","Define.xml",TRUE,FALSE,FALSE
